,user_id,screen_name,name,verified,id,created_at,full_text,retweet_count,favorite_count,hashtags,user_mentions,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,is_retweet,retweet_og_id,retweet_og_author_id,retweet_og_author_screen_name,retweet_og_author_name,retweet_og_date,retweet_og_full_text,retweet_og_retweet_count,retweet_og_favorite_count
0,1538765656686211074,ZadooSubhash4,Subhash zadoo,False,1600079112152186882,2022-12-06 10:46:03+00:00,"@myogiadityanath #savesoil ॐ!culmination of illegal drug trade is as important as culminating guns from peaceful huma life. It helped illegal gun trade,ransoms&amp;abductions, killings,terrorism.Drug abuse created mental disorders&amp;training in madrassas helped children to have guns&amp;be suicide bombers.",0,0,savesoil,myogiadityanath,3437532637.0,myogiadityanath,False,False,,,,,,,,
1,1538765656686211074,ZadooSubhash4,Subhash zadoo,False,1600078738498392064,2022-12-06 10:44:33+00:00,"@myogiadityanath #savesoil ॐ!culmination of illegal drug trade is as important as culminating guns from peaceful huma life. It helped illegal gun trade,ransoms&amp;abductions, killings,terrorism.Drug abuse created mental disorders&amp;training in madrassas helped children to have guns&amp;be suicide bombers. https://t.co/4zhE80bAuw",0,0,savesoil,myogiadityanath,3437532637.0,myogiadityanath,False,False,,,,,,,,
2,1336541654887620608,ProvinceHarare,Harare Metropolitan Province,False,1600075400461385728,2022-12-06 10:31:18+00:00,"@ProvinceHarare Mental Health Day Commemorations
TOPICS TO BE DISCUSSED
1.Suicide prevention, 
2.Mental Health importance, 
3.Mental health &amp; GBV,
4.Substance &amp; drug abuse,
5.Substance Abuse &amp; GBV,
6.Road Traffic Safety importance,",0,0,,ProvinceHarare,1.3365416548876206e+18,ProvinceHarare,False,False,,,,,,,,
3,1593289078966976512,MiriamChelanga4,Miriam Chelangat,False,1600073308082348033,2022-12-06 10:22:59+00:00,Giving a talk on mental health awareness and drug substance abuse at mua hills location https://t.co/xmzMmfC35o,0,0,,,,,False,False,,,,,,,,
4,548831181,Kudamtuwa22,Ghost 👤,False,1600072373151191043,2022-12-06 10:19:16+00:00,"@T_S_I_B_O @PMutandiro @drDendere This is no different from summer school/ military school for kids  abroad,you can't be talking about mental health when a child is sent there after proving they are vulnerable to things such as drug abuse  or worse. Some children don't listen to their parents it's a fact.",0,0,,"T_S_I_B_O,PMutandiro,drDendere",2205209171.0,T_S_I_B_O,False,False,,,,,,,,
5,1457667853922959362,ulapi_sahu,Ulapi Sahu,False,1600057503588691968,2022-12-06 09:20:11+00:00,RT @NamataLyton: Mental health in relation to drug users is something we oftenly underlook on a research conducted majority of the youths w…,7,0,,NamataLyton,,,False,True,1.6000054920085176e+18,1.4101124302235402e+18,NamataLyton,Namata Lyton,2022-12-06 05:53:30+00:00,"Mental health in relation to drug users is something we oftenly underlook on a research conducted majority of the youths who abuse drugs are actually going through depression, anxiety  and other problems https://t.co/VtCzLwPrB2",7.0,12.0
6,1447894832194588674,anirudhamarei1,Anirudha Marei,False,1600054750271209472,2022-12-06 09:09:14+00:00,RT @NamataLyton: Mental health in relation to drug users is something we oftenly underlook on a research conducted majority of the youths w…,7,0,,NamataLyton,,,False,True,1.6000054920085176e+18,1.4101124302235402e+18,NamataLyton,Namata Lyton,2022-12-06 05:53:30+00:00,"Mental health in relation to drug users is something we oftenly underlook on a research conducted majority of the youths who abuse drugs are actually going through depression, anxiety  and other problems https://t.co/VtCzLwPrB2",7.0,12.0
7,1546390449765883906,NetiRoji,Roji Neti,False,1600023029027057664,2022-12-06 07:03:11+00:00,RT @NamataLyton: Mental health in relation to drug users is something we oftenly underlook on a research conducted majority of the youths w…,7,0,,NamataLyton,,,False,True,1.6000054920085176e+18,1.4101124302235402e+18,NamataLyton,Namata Lyton,2022-12-06 05:53:30+00:00,"Mental health in relation to drug users is something we oftenly underlook on a research conducted majority of the youths who abuse drugs are actually going through depression, anxiety  and other problems https://t.co/VtCzLwPrB2",7.0,12.0
8,1582332715449581569,ManiniB75652835,Manini Behera,False,1600021161450303488,2022-12-06 06:55:46+00:00,RT @NamataLyton: Mental health in relation to drug users is something we oftenly underlook on a research conducted majority of the youths w…,7,0,,NamataLyton,,,False,True,1.6000054920085176e+18,1.4101124302235402e+18,NamataLyton,Namata Lyton,2022-12-06 05:53:30+00:00,"Mental health in relation to drug users is something we oftenly underlook on a research conducted majority of the youths who abuse drugs are actually going through depression, anxiety  and other problems https://t.co/VtCzLwPrB2",7.0,12.0
9,1293900068378951683,SidheswarNaya20,Sidheswar Nayak,False,1600020027310497792,2022-12-06 06:51:16+00:00,RT @NamataLyton: Mental health in relation to drug users is something we oftenly underlook on a research conducted majority of the youths w…,7,0,,NamataLyton,,,False,True,1.6000054920085176e+18,1.4101124302235402e+18,NamataLyton,Namata Lyton,2022-12-06 05:53:30+00:00,"Mental health in relation to drug users is something we oftenly underlook on a research conducted majority of the youths who abuse drugs are actually going through depression, anxiety  and other problems https://t.co/VtCzLwPrB2",7.0,12.0
